Brand,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Jeep,Grand,SUV,2014 Jeep Grand Cherokee Overland (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,114424,"Castle Hill, NSW",6 cyl,SUV, 4 Doors, 5 Seats,29990
Mazda,3,Hatchback,2009 Mazda 3 SP25,USED,Manual,"4 cyl, 2.5 L",Front,Unleaded,8.6 L / 100 km,153020,"Liverpool, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,13950
Ford,Ranger,Ute / Tray,2016 Ford Ranger XLT 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,98700,"Five Dock, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,36999
Holden,Captiva,Automobile Gallery,2011 Holden Captiva CG 7 LX Wagon 7st 4dr Spts Auto 6sp 4x4 2.2DT,USED,Automatic,-,Other,Diesel,-,183924,"Granville, NSW",-,Wagon,,,9990
Toyota,86,Coupe,2013 Toyota 86 GTS,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7.1 L / 100 km,103706,"Croydon, NSW",4 cyl,Coupe, 2 Doors, 4 Seats,24990
Volkswagen,Golf,Hatchback,2013 Volkswagen Golf 103 TSI Highline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.2 L / 100 km,126532,"Cabramatta, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,13990
Mitsubishi,Lancer,Hatchback,2013 Mitsubishi Lancer LX Sportback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.3 L / 100 km,73421,"Brookvale, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,16990
Toyota,Camry,Sedan,2009 Toyota Camry Ateva,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.9 L / 100 km,155135,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,10995
Hyundai,I20,Hatchback,2013 Hyundai I20 Active,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.4 L / 100 km,123330,"Brookvale, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,12990
Mitsubishi,Lancer,Hatchback,2014 Mitsubishi Lancer GSR Sportback,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.9 L / 100 km,44249,"Arncliffe, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,18990
Mazda,2,Hatchback,2018 Mazda 2 Maxx,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,4.9 L / 100 km,27100,"Darlinghurst, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,23999
Mazda,3,Hatchback,2009 Mazda 3 Maxx Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2 L / 100 km,70661,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,14995
Mitsubishi,Triton,Ute / Tray,2014 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.3 L / 100 km,215100,"Eastern Creek, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,18995
Volkswagen,Golf,Hatchback,2014 Volkswagen Golf 90 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.4 L / 100 km,155036,"Castle Hill, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,14990
BMW,M135I,Hatchback,2012 BMW M135I,USED,Automatic,"6 cyl, 3 L",Rear,Premium,7.5 L / 100 km,67678,"Rydalmere, NSW",6 cyl,Hatchback, 5 Doors, 5 Seats,29950
Holden,Commodore,Wagon,2015 Holden Commodore SV6 Storm,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,133934,"Homebush, NSW",6 cyl,Wagon, 4 Doors, 5 Seats,22999
Volkswagen,Golf,Hatchback,2008 Volkswagen Golf GTI,USED,Automatic,"4 cyl, 2 L",Front,Premium,8 L / 100 km,174915,"Cabramatta, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,14990
Holden,Cruze,Sedan,2014 Holden Cruze Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,117000,"Windsor, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,7888
Hyundai,Imax,Wagon,2018 Hyundai Imax Active,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8 L / 100 km,190176,"Cabramatta, NSW",4 cyl,Wagon, 4 Doors, 8 Seats,27990
Mitsubishi,Triton,Ute / Tray,2013 Mitsubishi Triton GLX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.1 L / 100 km,231675,"Smithfield, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,19800
BMW,330I,Sedan,2021 BMW 330I M Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.4 L / 100 km,23332,"Sylvania, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,67988
Volkswagen,Golf,Wagon,2018 Volkswagen Golf 110 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.6 L / 100 km,130647,"Blacktown, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,21880
Audi,Q3,SUV,2019 Audi Q3 35 Tfsi S Tronic,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,7.2 L / 100 km,47307,"Carlton, NSW",4 cyl,SUV, 4 Doors, 5 Seats,41888
Nissan,Elgrand,Nippon Motors,2005 Nissan Elgrand Highway Star,USED,Automatic,-,Other,Unleaded,-,69619,"Ingleburn, NSW",-,Commercial,,,17900
Toyota,Estima,Nippon Motors,2009 Toyota Estima X (hybrid),USED,Automatic,-,Other,Unleaded,-,128647,"Ingleburn, NSW",-,Commercial,,,18900
Subaru,Outback,SUV,2016 Subaru Outback 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,7.3 L / 100 km,74983,"North Narrabeen, NSW",4 cyl,SUV, 4 Doors, 5 Seats,29990
Mazda,6,Hatchback,2007 Mazda 6 Classic Sports,USED,Manual,"4 cyl, 2.3 L",Front,Premium,8.8 L / 100 km,102496,"Leichhardt, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,7920
Hyundai,Accent,Hatchback,2015 Hyundai Accent Active,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.4 L / 100 km,84924,"Homebush, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,14999
Land,Rover,SUV,2013 Land Rover Discovery 4 3.0 TDV6,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.8 L / 100 km,159558,"Glebe, NSW",6 cyl,SUV, 4 Doors, 5 Seats,38950
Mercedes-Benz,B-Class,CBP Motors,2014 Mercedes-Benz B-Class B200 DCT,USED,Automatic,-,Front,Premium,-,98296,"Five Dock, NSW",-,Hatchback,,,16999
Ford,Focus,Hatchback,2013 Ford Focus Ambiente,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.6 L / 100 km,67590,"Leichhardt, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,12990
Kia,Sportage,SUV,2017 Kia Sportage GT-Line (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,8.5 L / 100 km,65502,"Ryde, NSW",4 cyl,SUV, 4 Doors, 5 Seats,29990
Porsche,Cayenne,SUV,2010 Porsche Cayenne S,USED,Automatic,"8 cyl, 4.8 L",AWD,Premium,10.5 L / 100 km,193271,"Haberfield, NSW",8 cyl,SUV, 4 Doors, 5 Seats,29990
Porsche,Cayman,Coupe,2016 Porsche Cayman GT4,USED,Manual,"6 cyl, 3.8 L",Rear,Premium,10.3 L / 100 km,23481,"Blacktown, NSW",6 cyl,Coupe, 2 Doors, 2 Seats,214880
Ford,Territory,SUV,2007 Ford Territory SR (4X4),USED,Automatic,"6 cyl, 4 L",AWD,Unleaded,12.2 L / 100 km,173839,"Penrith, NSW",6 cyl,SUV, 4 Doors, 5 Seats,8950
Suzuki,Swift,Alto Volkswagen Used Cars,2017 Suzuki Swift Sport,USED,Automatic,-,Front,Premium,-,55794,"Blacktown, NSW",-,Hatchback,,,26280
Nissan,Navara,Ute / Tray,2016 Nissan Navara SL (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7 L / 100 km,258936,"Blacktown, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,21290
Toyota,Estima,Nippon Motors,2009 Toyota Estima X (hybrid),USED,Automatic,-,Other,Unleaded,-,106208,"Ingleburn, NSW",-,Commercial,,,22900
Daihatsu,Hijet,"02 **** ****
",2019 Daihatsu Hijet,USED,-,-,Other,-,-,19730,"West Ryde, NSW",-,,,,33888
Toyota,RAV4,SUV,2013 Toyota RAV4 Cruiser (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.5 L / 100 km,292134,"Bankstown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,14995
Toyota,Hilux,Ute / Tray,2008 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,9.5 L / 100 km,251000,"Blacktown, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,21290
Mazda,3,Hatchback,2014 Mazda 3 Maxx,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,5.8 L / 100 km,130242,"Liverpool, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,16388
Hyundai,Venue,SUV,2021 Hyundai Venue Elite ((sunroof),USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.2 L / 100 km,35024,"Castle Hill, NSW",4 cyl,SUV, 4 Doors, 5 Seats,26990
BMW,X1,SUV,2015 BMW X1 Xdrive 20D,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.1 L / 100 km,44145,"Campbelltown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,32000
BMW,330I,Sedan,2021 BMW 330I M Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.4 L / 100 km,29567,"Sylvania, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,67988
Mazda,6,Hatchback,2007 Mazda 6 Classic Sports,USED,Automatic,"4 cyl, 2.3 L",Front,Premium,8.9 L / 100 km,223898,"Punchbowl, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,7600
Hyundai,Veloster,Hatchback,2013 Hyundai Veloster +,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.4 L / 100 km,155244,"Minchinbury, NSW",4 cyl,Hatchback, 3 Doors, 4 Seats,17990
Toyota,Camry,Sedan,2017 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,149988,"Pendle Hill, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,19950
Mitsubishi,Lancer,Hatchback,2011 Mitsubishi Lancer ES Sportback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.3 L / 100 km,205373,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,9990
BMW,M4,Coupe,2020 BMW M4 Competition,USED,Automatic,"6 cyl, 3 L",Rear,Premium,8.8 L / 100 km,2858,"Sylvania, NSW",6 cyl,Coupe, 2 Doors, 4 Seats,129988
Suzuki,Swift,Hatchback,2011 Suzuki Swift GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.2 L / 100 km,201011,"Penrith, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,7999
Ford,Transit,Commercial,2008 Ford Transit,USED,Manual,"4 cyl, 2.4 L",Rear,Diesel,9.5 L / 100 km,305593,"Minchinbury, NSW",4 cyl,Commercial, 2 Doors, 3 Seats,9995
Toyota,Estima,Nippon Motors,2009 Toyota Estima X (hybrid),USED,Automatic,-,Other,Unleaded,-,165589,"Ingleburn, NSW",-,Commercial,,,19900
Peugeot,308,Hatchback,2017 Peugeot 308 Active,USED,Automatic,"3 cyl, 1.2 L",Front,Premium,5.1 L / 100 km,57217,"Homebush, NSW",3 cyl,Hatchback, 5 Doors, 5 Seats,16990
Holden,Trax,SUV,2017 Holden Trax LT,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.9 L / 100 km,83147,"Blacktown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,17888
Mitsubishi,Triton,Ute / Tray,2015 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.3 L / 100 km,204000,"Eastern Creek, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,18995
Subaru,Forester,SUV,2013 Subaru Forester 2.0I,USED,Manual,"4 cyl, 2 L",AWD,Unleaded,7.2 L / 100 km,122077,"Sylvania, NSW",4 cyl,SUV, 4 Doors, 5 Seats,16857
Mazda,CX-3,SUV,2015 Mazda CX-3 S Touring (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.1 L / 100 km,60581,"Castle Hill, NSW",4 cyl,SUV, 4 Doors, 5 Seats,22990
Nissan,Navara,Ute / Tray,2010 Nissan Navara RX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.8 L / 100 km,259488,"Campbelltown, NSW",4 cyl,Ute / Tray, 2 Doors, 2 Seats,13950
Holden,Captiva,SUV,2017 Holden Captiva Active 7 Seater,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9 L / 100 km,186954,"Haberfield, NSW",4 cyl,SUV, 4 Doors, 7 Seats,12990
Kia,Cerato,Hatchback,2017 Kia Cerato S Premium,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.1 L / 100 km,21350,"Blacktown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,22990
Audi,RS3,Hatchback,2016 Audi RS3 Sportback Quattro,USED,Automatic,"5 cyl, 2.5 L",AWD,Premium,8.1 L / 100 km,47926,"Castle Hill, NSW",5 cyl,Hatchback, 5 Doors, 5 Seats,59990
Mitsubishi,Triton,Ute / Tray,2014 Mitsubishi Triton GL,USED,Manual,"4 cyl, 2.5 L",Rear,Diesel,8 L / 100 km,88861,"Mcgraths Hill, NSW",4 cyl,Ute / Tray, 2 Doors, 2 Seats,21880
Jeep,Grand,SUV,2007 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,16 L / 100 km,199000,"Strathfield, NSW",6 cyl,SUV, 4 Doors, 5 Seats,10990
Mercedes-Benz,C200,Sedan,2018 Mercedes-Benz C200,USED,Automatic,"4 cyl, 2 L",Rear,Hybrid,6.5 L / 100 km,72540,"Blacktown, NSW",4 cyl,Sedan, 4 Doors, 4 Seats,39990
Toyota,Corolla,Hatchback,2020 Toyota Corolla ZR Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,87043,"Wollongong, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,39990
Ford,Ranger,Ute / Tray,2012 Ford Ranger XLT 3.2 (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,9.4 L / 100 km,254121,"Cabramatta, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,21990
Honda,Civic,Hatchback,2008 Honda Civic Type R,USED,Manual,"4 cyl, 2 L",Front,Premium,9.3 L / 100 km,165450,"Minchinbury, NSW",4 cyl,Hatchback, 3 Doors, 4 Seats,18990
Honda,CR-V,SUV,2022 Honda CR-V VTI X (2WD) 5 Seats,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,15087,"Banksia, NSW",4 cyl,SUV, 4 Doors, 5 Seats,39990
Nissan,Navara,Ute / Tray,2013 Nissan Navara ST (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,10.5 L / 100 km,159056,"Campbelltown, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,21990
Hyundai,Tucson,SUV,2017 Hyundai Tucson Highlander (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.8 L / 100 km,97295,"Wollongong, NSW",4 cyl,SUV, 4 Doors, 5 Seats,31990
Mazda,CX-5,SUV,2015 Mazda CX-5 Akera (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,83095,"Campbelltown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,26990
Toyota,HiAce,Nippon Motors,2015 Toyota HiAce GL,USED,Automatic,-,Rear,Unleaded,-,167379,"Ingleburn, NSW",-,Commercial,,,32900
Isuzu,D-MAX,Ute / Tray,2017 Isuzu D-MAX LS-M HI-Ride (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,7.7 L / 100 km,192988,"Five Dock, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,28999
Mercedes-Benz,A200,Hatchback,2014 Mercedes-Benz A200 CDI BE,USED,Automatic,"4 cyl, 1.8 L",Front,Diesel,4.6 L / 100 km,105663,"Campbelltown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,22500
Toyota,HiAce,Commercial,2007 Toyota HiAce LWB,USED,Manual,"4 cyl, 2.7 L",Rear,Unleaded,11.6 L / 100 km,222603,"Croydon, NSW",4 cyl,Commercial, 4 Doors, 3 Seats,17990
Ford,Puma,SUV,2020 Ford Puma,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.3 L / 100 km,22300,"Smithfield, NSW",3 cyl,SUV, 5 Doors, 5 Seats,27800
Mazda,2,Hatchback,2022 Mazda 2 G15 Evolve,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.2 L / 100 km,11824,"Wollongong, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,29990
Toyota,Corolla,Hatchback,2007 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.7 L / 100 km,250318,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10990
Jeep,Grand,SUV,2016 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Premium,10.4 L / 100 km,39967,"Castle Hill, NSW",6 cyl,SUV, 4 Doors, 5 Seats,34800
Hyundai,Tucson,SUV,2020 Hyundai Tucson Active (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,38341,"Granville, NSW",4 cyl,SUV, 4 Doors, 5 Seats,28984
Toyota,Camry,Sedan,2020 Toyota Camry Ascent Sport,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.3 L / 100 km,7528,"Castle Hill, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,32990
Honda,City,Sedan,2018 Honda City VTI,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,5.8 L / 100 km,94385,"Homebush, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,19999
Toyota,C-HR,SUV,2018 Toyota C-HR Koba (awd),USED,Automatic,"4 cyl, 1.2 L",AWD,Premium,5.6 L / 100 km,110047,"Wollongong, NSW",4 cyl,SUV, 4 Doors, 5 Seats,29990
Kia,Sorento,SUV,2012 Kia Sorento Platinum (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.4 L / 100 km,164189,"Cabramatta, NSW",4 cyl,SUV, 4 Doors, 7 Seats,16990
Holden,Cruze,Hatchback,2013 Holden Cruze CD Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,106722,"Smithfield, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10800
Isuzu,MU-X,SUV,2018 Isuzu MU-X LS-U (4X2),USED,Automatic,"4 cyl, 3 L",Front,Diesel,8.1 L / 100 km,72650,"Blacktown, NSW",4 cyl,SUV, 4 Doors, 7 Seats,39880
Kia,Cerato,Sedan,2015 Kia Cerato S,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,123624,"Camden, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,14995
Lexus,IS350,Sedan,2014 Lexus IS350 F Sport,USED,Automatic,"6 cyl, 3.5 L",Rear,Premium,9.7 L / 100 km,155620,"Castle Hill, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,27990
Mazda,2,Hatchback,2018 Mazda 2 Maxx,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,4.9 L / 100 km,53426,"Wollongong, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,22990
Toyota,Corolla,Hatchback,2009 Toyota Corolla Levin ZR,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.7 L / 100 km,114727,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,14995
Toyota,Kluger,SUV,2016 Toyota Kluger GXL (4X4),USED,Automatic,"6 cyl, 3.5 L",AWD,Unleaded,10.6 L / 100 km,98983,"Blacktown, NSW",6 cyl,SUV, 4 Doors, 7 Seats,39280
Volkswagen,Golf,Hatchback,2007 Volkswagen Golf GTI,USED,Automatic,"4 cyl, 2 L",Front,Premium,8.1 L / 100 km,160523,"Leichhardt, NSW",4 cyl,Hatchback, 3 Doors, 5 Seats,10990
Holden,Commodore,Sedan,2015 Holden Commodore SS-V Redline,USED,Automatic,"8 cyl, 6 L",Rear,Premium,11.8 L / 100 km,96000,"Castle Hill, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,47990
Nissan,X-Trail,SUV,2016 Nissan X-Trail ST (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,39397,"Penrith, NSW",4 cyl,SUV, 4 Doors, 5 Seats,23950
Hyundai,I30,Hatchback,2020 Hyundai I30,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,54368,"Campbelltown, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,26990
Holden,Cruze,Hatchback,2014 Holden Cruze Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,220683,"Adamstown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,7990
Mini,Cooper,Exclusive Autohaus,2016 Mini Cooper Cooper S,USED,Manual,-,Other,-,-,79008,"Blacktown, NSW",-,Hatchback,,,28999
Toyota,Camry,Sedan,2013 Toyota Camry Atara S,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,89140,"Five Dock, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,17900
Toyota,Corolla,Hatchback,2013 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,149974,"Lidcombe, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,16990
Hyundai,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,44879,"Blacktown, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,26990
Mazda,BT-50,Ute / Tray,2016 Mazda BT-50 XT (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,110909,"Cardiff, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,34913
Toyota,Corolla,Hatchback,2013 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,109519,"Castle Hill, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,19990
Kia,Stinger,Sedan,2020 Kia Stinger GT (black Leather),USED,Automatic,"6 cyl, 3.3 L",Rear,Unleaded,10.2 L / 100 km,19372,"Carlton, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,55888
Toyota,RAV4,SUV,2015 Toyota RAV4 GXL (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.5 L / 100 km,155198,"Granville, NSW",4 cyl,SUV, 4 Doors, 5 Seats,24950
Honda,Jazz,Hatchback,2012 Honda Jazz Vibe,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.6 L / 100 km,111323,"Kirrawee, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,12800
BMW,430I,Hatchback,2017 BMW 430I Gran Coupe M Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,5.8 L / 100 km,79882,"Blacktown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,41280
Volkswagen,Golf,Hatchback,2008 Volkswagen Golf GTI,USED,Manual,"4 cyl, 2 L",Front,Premium,8.1 L / 100 km,155839,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,13990
Subaru,Outback,SUV,2018 Subaru Outback 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.3 L / 100 km,66805,"Blacktown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,33898
Ford,Territory,SUV,2011 Ford Territory TX (rwd),USED,Automatic,"6 cyl, 2.7 L",Rear,Diesel,8.2 L / 100 km,227646,"Cardiff, NSW",6 cyl,SUV, 4 Doors, 5 Seats,8913
Kia,RIO,Hatchback,2013 Kia RIO S,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.3 L / 100 km,88465,"Pennant Hills, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,14888
Holden,Commodore,Sedan,2013 Holden Commodore SV6 Z-Series,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5 L / 100 km,237426,"Minchinbury, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,15995
Toyota,Landcruiser,Ute / Tray,1999 Toyota Landcruiser (4X4),USED,Manual,"6 cyl, 4.2 L",4WD,Diesel,0 L / 100 km,41750,"Lidcombe, NSW",6 cyl,Ute / Tray, 2 Doors, 3 Seats,48999
Toyota,Hilux,Ute / Tray,2013 Toyota Hilux SR,USED,Manual,"4 cyl, 3 L",Rear,Diesel,8.1 L / 100 km,345194,"Blacktown, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,12990
Toyota,Corolla,Hatchback,2017 Toyota Corolla ZR,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.1 L / 100 km,130970,"East Maitland, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,23990
Honda,Civic,Sedan,2016 Honda Civic VTI-L,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6 L / 100 km,35612,"Liverpool, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,24888
Audi,A3,Hatchback,2013 Audi A3 Sportback 1.8 Tfsi Ambition,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,6.7 L / 100 km,148265,"Leichhardt, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,13999
Hyundai,I30,Hatchback,2018 Hyundai I30 N Line,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.1 L / 100 km,83494,"Minto, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,27950
Mazda,2,Hatchback,2012 Mazda 2 Genki,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.8 L / 100 km,85492,"Lidcombe, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,13990
Volkswagen,Tiguan,SUV,2013 Volkswagen Tiguan 155 TSI (4X4),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.8 L / 100 km,126408,"Cardiff, NSW",4 cyl,SUV, 4 Doors, 5 Seats,19999
Renault,Trafic,Commercial,2017 Renault Trafic LWB,USED,Manual,"4 cyl, 1.6 L",Front,Diesel,6.2 L / 100 km,173156,"Granville, NSW",4 cyl,Commercial, 4 Doors, 3 Seats,22950
Peugeot,208,Hatchback,2013 Peugeot 208 GTI,USED,Manual,"4 cyl, 1.6 L",Front,Premium,5.9 L / 100 km,78783,"Granville, NSW",4 cyl,Hatchback, 3 Doors, 5 Seats,14990
